#,year,month,taxa,species,production_kg,value_rs
358,2017,3,Crustáceo,Siri-azul-danae,22.32,97.5
359,2017,3,Molusco,Berbigão,20200,11110
360,2017,3,Molusco,Mexilhão,69.2,507
361,2017,3,Molusco,Mexilhão-do-mangue,446,6370
362,2017,3,Molusco,Ostra,4521.545,5014.45
363,2017,3,Peixe Cartilaginoso,Cação-rola-rola,165,3300
364,2017,3,Peixe Cartilaginoso,Cações agrupados,15,120
365,2017,3,Peixe Cartilaginoso,Cambeva,6,72
366,2017,3,Peixe Cartilaginoso,Raia-manteiga,20,100
367,2017,3,Peixe Cartilaginoso,Raias agrupadas,431,2953.5
368,2017,3,Peixe Cartilaginoso,Viola,5,0
369,2017,3,Peixe Ósseo,Acará,1.5,0
370,2017,3,Peixe Ósseo,Bagre,146,595
371,2017,3,Peixe Ósseo,Bagre-amarelo,504,1645
372,2017,3,Peixe Ósseo,Bagre-branco,1541,7534.5
373,2017,3,Peixe Ósseo,Baiacú,2229,19690.85
374,2017,3,Peixe Ósseo,Betara,338,903
375,2017,3,Peixe Ósseo,Canhanha,10,25
376,2017,3,Peixe Ósseo,Carapeba,96,253
377,2017,3,Peixe Ósseo,Caratinga,152.5,830
378,2017,3,Peixe Ósseo,Cavalas agrupadas,1299,12344
379,2017,3,Peixe Ósseo,Corvina,981.1,4480.1
380,2017,3,Peixe Ósseo,Enchova,10,80
381,2017,3,Peixe Ósseo,Espada,38,73
382,2017,3,Peixe Ósseo,Galo,232,2160
383,2017,3,Peixe Ósseo,Galo-de-penacho,580,5800
384,2017,3,Peixe Ósseo,Garoupa,212,5300
385,2017,3,Peixe Ósseo,Goete,15,105
386,2017,3,Peixe Ósseo,Guaivira,1329,6266.98
387,2017,3,Peixe Ósseo,Lambari,1,50
388,2017,3,Peixe Ósseo,Linguado,150,2745
389,2017,3,Peixe Ósseo,Linguado-areia,3.5,59.5
390,2017,3,Peixe Ósseo,Manjubas agrupadas,22,520
391,2017,3,Peixe Ósseo,Miraguaia,79,544
392,2017,3,Peixe Ósseo,Mistura,1953,3738.5
393,2017,3,Peixe Ósseo,Oveva,40,20
394,2017,3,Peixe Ósseo,Pampo,616,5080
395,2017,3,Peixe Ósseo,Pararê,531,2812
396,2017,3,Peixe Ósseo,Parati,3460.7,9102
397,2017,3,Peixe Ósseo,Paru,1022.6,9207
398,2017,3,Peixe Ósseo,Pescada-amarela,1413.4,27501.27
399,2017,3,Peixe Ósseo,Pescada-branca,1158,11588.83
400,2017,3,Peixe Ósseo,Pescada-cambucu,5,50
401,2017,3,Peixe Ósseo,Pescada-dentão,63,534
402,2017,3,Peixe Ósseo,Pescada-foguete,3437,23618
403,2017,3,Peixe Ósseo,Pescadas agrupadas,61,458
404,2017,3,Peixe Ósseo,Pirajica,12,24
405,2017,3,Peixe Ósseo,Porco,180,560
406,2017,3,Peixe Ósseo,Prejereba,79,710
407,2017,3,Peixe Ósseo,Robalo,319.5,4754
408,2017,3,Peixe Ósseo,Robalo-flecha,130.3,3696
409,2017,3,Peixe Ósseo,Robalo-peva,603.5,8028
410,2017,3,Peixe Ósseo,Saguá,143.5,729
411,2017,3,Peixe Ósseo,Sardinha-bandeira,1000,300
412,2017,3,Peixe Ósseo,Sardinha-verdadeira,50,50
413,2017,3,Peixe Ósseo,Sargo,279,4047
414,2017,3,Peixe Ósseo,Sororoca,110,760
415,2017,3,Peixe Ósseo,Tainha,3899.4,28038.43
416,2017,3,Peixe Ósseo,Tilápia-do-nilo,10,100
417,2017,3,Peixe Ósseo,Tortinha,114,813
418,2017,3,,,0,0
419,2017,4,Crustáceo,Camarão-estuarino,5550.9568,87482.9
420,2017,4,Crustáceo,Camarão-legítimo,8955.2,222048.07
421,2017,4,Crustáceo,Camarão-sete-barbas,5180,52841.98
422,2017,4,Crustáceo,Camarões-rosa,182,4550
423,2017,4,Crustáceo,Chama-maré,2066,0
424,2017,4,Crustáceo,Pitú-de-iguape,6965,2315
425,2017,4,Crustáceo,Siri-azul,1076.5804,12598.85
426,2017,4,Molusco,Berbigão,19600,10780
427,2017,4,Molusco,Mexilhão,17,136
428,2017,4,Molusco,Mexilhão-do-mangue,350.2,4997
429,2017,4,Molusco,Ostra,17484.03,17395.42
430,2017,4,Peixe Cartilaginoso,Cação-rola-rola,2,24
431,2017,4,Peixe Cartilaginoso,Cações agrupados,11,142
432,2017,4,Peixe Cartilaginoso,Raias agrupadas,398,935.17
433,2017,4,Peixe Cartilaginoso,Viola,1,12
434,2017,4,Peixe Ósseo,Acará,7,6
435,2017,4,Peixe Ósseo,Albacora-branca,12,120
436,2017,4,Peixe Ósseo,Bagre,54.5,116
437,2017,4,Peixe Ósseo,Bagre-amarelo,418,1034.33
438,2017,4,Peixe Ósseo,Bagre-branco,1853.03,8704.44
439,2017,4,Peixe Ósseo,Baiacú,2009.5,17013.93
440,2017,4,Peixe Ósseo,Betara,217,670.5
441,2017,4,Peixe Ósseo,Carapeba,127,397
442,2017,4,Peixe Ósseo,Caratinga,500.1,2438.42
443,2017,4,Peixe Ósseo,Cavalas agrupadas,1171,11012.71
444,2017,4,Peixe Ósseo,Cavalinha,53,220
445,2017,4,Peixe Ósseo,Corvina,579.3,2477.65
446,2017,4,Peixe Ósseo,Enchova,490.5,2359.5
447,2017,4,Peixe Ósseo,Espada,26.6,59
448,2017,4,Peixe Ósseo,Galo,46,418
449,2017,4,Peixe Ósseo,Galo-de-penacho,6,60
450,2017,4,Peixe Ósseo,Garoupa,228.5,5644.5
451,2017,4,Peixe Ósseo,Goete,18,108
452,2017,4,Peixe Ósseo,Guaivira,591,2690.83
453,2017,4,Peixe Ósseo,Lambari,1.5,75
454,2017,4,Peixe Ósseo,Linguado,163.8,2098.9
455,2017,4,Peixe Ósseo,Manjuba-chata,50,100
456,2017,4,Peixe Ósseo,Maria-luíza,322,658
457,2017,4,Peixe Ósseo,Miraguaia,179,1745
458,2017,4,Peixe Ósseo,Mistura,2374,5678.54
459,2017,4,Peixe Ósseo,Oveva,100,50
460,2017,4,Peixe Ósseo,Pampo,237,1660
461,2017,4,Peixe Ósseo,Pararê,503,2181
462,2017,4,Peixe Ósseo,Parati,3532.7,11737.86
463,2017,4,Peixe Ósseo,Paru,183,888
464,2017,4,Peixe Ósseo,Pescada-amarela,1102,16398
465,2017,4,Peixe Ósseo,Pescada-branca,1498.7,10893.37
466,2017,4,Peixe Ósseo,Pescada-dentão,54,258
467,2017,4,Peixe Ósseo,Pescada-foguete,4433.4,33451
468,2017,4,Peixe Ósseo,Pescadas agrupadas,35,440
469,2017,4,Peixe Ósseo,Prejereba,400,4021.8
470,2017,4,Peixe Ósseo,Robalo,223.5,3073.5
471,2017,4,Peixe Ósseo,Robalo-flecha,92.5,1703
472,2017,4,Peixe Ósseo,Robalo-peva,550.5,7703
473,2017,4,Peixe Ósseo,Saguá,379,2643
474,2017,4,Peixe Ósseo,Salema,0.7,2.8
475,2017,4,Peixe Ósseo,Sargo,52,860
476,2017,4,Peixe Ósseo,Sororoca,29,262
477,2017,4,Peixe Ósseo,Tainha,2652.7,20118.4
478,2017,4,Peixe Ósseo,Tortinha,258.5,2445.5
479,2017,4,,Peixes ósseos,70,105
480,2017,4,,,0,0
481,2017,5,Crustáceo,Camarão-estuarino,4040.636,54750.6
482,2017,5,Crustáceo,Camarão-legítimo,3714.4,98253
483,2017,5,Crustáceo,Camarão-sete-barbas,2160.5,14143.93
484,2017,5,Crustáceo,Camarões-rosa,85,2125
485,2017,5,Crustáceo,Chama-maré,3.53,0
486,2017,5,Crustáceo,Pitú-de-iguape,7.44,2480
487,2017,5,Crustáceo,Siri-azul,1288.56,16395
488,2017,5,Crustáceo,Siri-azul-danae,92.2,1408
489,2017,5,Molusco,Berbigão,11200,6160
490,2017,5,Molusco,Mexilhão,56.6,487.4
491,2017,5,Molusco,Mexilhão-do-mangue,259,3341
492,2017,5,Molusco,Ostra,10620.38,17674.65
493,2017,5,Peixe Cartilaginoso,Cação-galha-branca,5,35
494,2017,5,Peixe Cartilaginoso,Cação-galha-preta,7,70
495,2017,5,Peixe Cartilaginoso,Cação-rola-rola,30,360
496,2017,5,Peixe Cartilaginoso,Cambeva,131,1464
497,2017,5,Peixe Cartilaginoso,Raia-manteiga,40,120
498,2017,5,Peixe Cartilaginoso,Raias agrupadas,178,387
499,2017,5,Peixe Cartilaginoso,Tintureira,7,70
500,2017,5,Peixe Cartilaginoso,Viola,227.5,1467
501,2017,5,Peixe Ósseo,Agulhão-vela,15,120
502,2017,5,Peixe Ósseo,Albacora-branca,34,204
503,2017,5,Peixe Ósseo,Badejo,9,108
504,2017,5,Peixe Ósseo,Bagre,131,603.5
505,2017,5,Peixe Ósseo,Bagre-amarelo,659,2386
506,2017,5,Peixe Ósseo,Bagre-branco,3388.7,14532.56
507,2017,5,Peixe Ósseo,Baiacú,2726.23,22680.34
508,2017,5,Peixe Ósseo,Betara,84,286.92
509,2017,5,Peixe Ósseo,Caranha,41,820
510,2017,5,Peixe Ósseo,Carapeba,72,152
511,2017,5,Peixe Ósseo,Caratinga,232.4,1189
512,2017,5,Peixe Ósseo,Cavalas agrupadas,3787,31667
513,2017,5,Peixe Ósseo,Cavalinha,143,552
514,2017,5,Peixe Ósseo,Corvina,888.2,4023.48
515,2017,5,Peixe Ósseo,Enchova,153,804
516,2017,5,Peixe Ósseo,Espada,1,2.5
517,2017,5,Peixe Ósseo,Galo,10,20
518,2017,5,Peixe Ósseo,Gordinho,4,12
519,2017,5,Peixe Ósseo,Guaivira,151,1817
520,2017,5,Peixe Ósseo,Lambari,17,850
521,2017,5,Peixe Ósseo,Linguado,639.4,9559.1
522,2017,5,Peixe Ósseo,Miraguaia,653,5227
523,2017,5,Peixe Ósseo,Mistura,872,1677.5
524,2017,5,Peixe Ósseo,Palombeta,10,20
525,2017,5,Peixe Ósseo,Pampo,30.7,422.1
526,2017,5,Peixe Ósseo,Pararê,158,857
527,2017,5,Peixe Ósseo,Parati,2511.1,7022.94
528,2017,5,Peixe Ósseo,Paru,43,148
529,2017,5,Peixe Ósseo,Pescada-amarela,404,4135
530,2017,5,Peixe Ósseo,Pescada-banana,2,18
531,2017,5,Peixe Ósseo,Pescada-branca,1631.5,11439.53
532,2017,5,Peixe Ósseo,Pescada-dentão,42,213
533,2017,5,Peixe Ósseo,Pescada-foguete,4159.7,28112.2
534,2017,5,Peixe Ósseo,Pescadas agrupadas,40,125
535,2017,5,Peixe Ósseo,Porco,15,0
536,2017,5,Peixe Ósseo,Prejereba,323.7,3538.4
537,2017,5,Peixe Ósseo,Robalo,353.1,5188.5
538,2017,5,Peixe Ósseo,Robalo-flecha,5,85
539,2017,5,Peixe Ósseo,Robalo-peva,957.5,10876.63
540,2017,5,Peixe Ósseo,Saguá,241.5,1287
541,2017,5,Peixe Ósseo,Sardinha-bandeira,77,616
542,2017,5,Peixe Ósseo,Sargo,1.3,7.8
543,2017,5,Peixe Ósseo,Sororoca,311,2240
544,2017,5,Peixe Ósseo,Tainha,4625.3,31851.03
545,2017,5,Peixe Ósseo,Tortinha,162.6,1177.1
546,2017,5,,,0,0
547,2017,6,Crustáceo,Camarão-estuarino,906124,23046.42
548,2017,6,Crustáceo,Camarão-legítimo,10083,237605.83
549,2017,6,Crustáceo,Camarão-sete-barbas,153644.6,903073.29
550,2017,6,Crustáceo,Camarões-rosa,74,2260
551,2017,6,Crustáceo,Chama-maré,2.09,0
552,2017,6,Crustáceo,Pitú-de-iguape,5625,1875
553,2017,6,Crustáceo,Siri-azul,1621.12,16177.6
554,2017,6,Crustáceo,Siri-azul-danae,22.32,176
555,2017,6,Molusco,Berbigão,3780,2290.2
556,2017,6,Molusco,Lula,3.8,0
557,2017,6,Molusco,Mexilhão,54.2,433.6
558,2017,6,Molusco,Mexilhão-do-mangue,142.5,1593
559,2017,6,Molusco,Ostra,16094.375,25491.72
560,2017,6,Peixe Cartilaginoso,Cação-galha-preta,346,4194
561,2017,6,Peixe Cartilaginoso,Cações agrupados,22,234
562,2017,6,Peixe Cartilaginoso,Cambeva,14,168
563,2017,6,Peixe Cartilaginoso,Raias agrupadas,385.5,889.25
564,2017,6,Peixe Cartilaginoso,Tintureira,7.7,81.6
565,2017,6,Peixe Cartilaginoso,Viola,329,3383
566,2017,6,Peixe Ósseo,Acará,2,6
567,2017,6,Peixe Ósseo,Albacora-branca,15,150
568,2017,6,Peixe Ósseo,Atuns agrupados,61,446
569,2017,6,Peixe Ósseo,Bagre,10,51
570,2017,6,Peixe Ósseo,Bagre-amarelo,428,1670
571,2017,6,Peixe Ósseo,Bagre-branco,3283.1,14040.51
572,2017,6,Peixe Ósseo,Baiacú,2145.1,17671.04
573,2017,6,Peixe Ósseo,Betara,84,303.5
574,2017,6,Peixe Ósseo,Carapeba,100,169
575,2017,6,Peixe Ósseo,Caratinga,405.9,2617.56
576,2017,6,Peixe Ósseo,Cavala-empinge,20,160
577,2017,6,Peixe Ósseo,Cavalas agrupadas,24136.4,167278.31
578,2017,6,Peixe Ósseo,Corvina,1981.7,9454.56
579,2017,6,Peixe Ósseo,Dourado,4,32
580,2017,6,Peixe Ósseo,Enchova,272,1290
581,2017,6,Peixe Ósseo,Espada,1,2
582,2017,6,Peixe Ósseo,Galo,215,1248
583,2017,6,Peixe Ósseo,Goete,10.5,25
584,2017,6,Peixe Ósseo,Gordinho,110,355
585,2017,6,Peixe Ósseo,Guaivira,1093.5,5131.5
586,2017,6,Peixe Ósseo,Lambari,25.25,1000
587,2017,6,Peixe Ósseo,Linguado,2252.3,35917.22
588,2017,6,Peixe Ósseo,Manjuba-branca,30,210
589,2017,6,Peixe Ósseo,Maria-luíza,112,248
590,2017,6,Peixe Ósseo,Miraguaia,842,7598.5
591,2017,6,Peixe Ósseo,Mistura,1894.5,4326.47
592,2017,6,Peixe Ósseo,Nundiá,2.6,0
593,2017,6,Peixe Ósseo,Oveva,100,50
594,2017,6,Peixe Ósseo,Palombeta,30,50
595,2017,6,Peixe Ósseo,Pampo,31,154
596,2017,6,Peixe Ósseo,Parambiju,8,80
597,2017,6,Peixe Ósseo,Pararê,268,1501
598,2017,6,Peixe Ósseo,Parati,2518.4,7536.84
599,2017,6,Peixe Ósseo,Pargo-rosa,10,100
600,2017,6,Peixe Ósseo,Paru,25,82
601,2017,6,Peixe Ósseo,Peixe-voador,130,395
602,2017,6,Peixe Ósseo,Pescada-amarela,213.3,3186.97
603,2017,6,Peixe Ósseo,Pescada-branca,3070,17388.67
604,2017,6,Peixe Ósseo,Pescada-foguete,4146.4,30591
605,2017,6,Peixe Ósseo,Pescadas agrupadas,112,1008
606,2017,6,Peixe Ósseo,Porco,35,210
607,2017,6,Peixe Ósseo,Prejereba,78.5,696
608,2017,6,Peixe Ósseo,Robalo,113.5,1533.5
609,2017,6,Peixe Ósseo,Robalo-flecha,21,395
610,2017,6,Peixe Ósseo,Robalo-peva,900.5,11570.18
611,2017,6,Peixe Ósseo,Saguá,255.5,1577
612,2017,6,Peixe Ósseo,Sardinha-bandeira,69,599
613,2017,6,Peixe Ósseo,Sardinha-verdadeira,19.5,165
614,2017,6,Peixe Ósseo,Sororoca,541,3752
615,2017,6,Peixe Ósseo,Tainha,24033.1,216680.3
616,2017,6,Peixe Ósseo,Tortinha,8,76
617,2017,6,Peixe Ósseo,Traíra,8,64
618,2017,6,Peixe Ósseo,Ubarana,17,102
619,2017,6,Peixe Ósseo,Vermelho,20,80
620,2017,6,,,0,0
621,2017,7,Crustáceo,Camarão-estuarino,2547088,6806.18
622,2017,7,Crustáceo,Camarão-ferrinho,350,2275
623,2017,7,Crustáceo,Camarão-legítimo,18803.3,466394.43
624,2017,7,Crustáceo,Camarão-listrado,11,165
625,2017,7,Crustáceo,Camarão-sete-barbas,158065.1,1106429
626,2017,7,Crustáceo,Camarões-rosa,59,1695
627,2017,7,Crustáceo,Caranguejo-uçá,16592,0
628,2017,7,Crustáceo,Pitú-de-iguape,13275,5512.5
629,2017,7,Crustáceo,Siri-azul,1027.54,16239
630,2017,7,Molusco,Berbigão,6114.5,3362.98
631,2017,7,Molusco,Mexilhão,31,248
632,2017,7,Molusco,Mexilhão-do-mangue,456,3819.06
633,2017,7,Molusco,Ostra,13640.915,21074.98
634,2017,7,Peixe Cartilaginoso,Cação-anjo,1208,8806
635,2017,7,Peixe Cartilaginoso,Cação-galha-preta,24,48
636,2017,7,Peixe Cartilaginoso,Cação-rola-rola,41.1,784.8
637,2017,7,Peixe Cartilaginoso,Cações agrupados,90,562
638,2017,7,Peixe Cartilaginoso,Cambeva,369,3308
639,2017,7,Peixe Cartilaginoso,Raias agrupadas,538.5,1031.75
640,2017,7,Peixe Cartilaginoso,Tintureira,16,0
641,2017,7,Peixe Cartilaginoso,Viola,348,3096
642,2017,7,Peixe Ósseo,Acará,10,0
643,2017,7,Peixe Ósseo,Badejo,239,0
644,2017,7,Peixe Ósseo,Bagre,153.1,458.35
645,2017,7,Peixe Ósseo,Bagre-amarelo,910,3306
646,2017,7,Peixe Ósseo,Bagre-branco,4720.5,19487.83
647,2017,7,Peixe Ósseo,Baiacú,2039.5,17055.4
648,2017,7,Peixe Ósseo,Betara,329,983
649,2017,7,Peixe Ósseo,Bonito-pintado,0.5,0
650,2017,7,Peixe Ósseo,Bonitos agrupados,47,188
651,2017,7,Peixe Ósseo,Carapeba,102,212
652,2017,7,Peixe Ósseo,Caratinga,618,4235.36
653,2017,7,Peixe Ósseo,Cavalas agrupadas,32213.7,192413.1
654,2017,7,Peixe Ósseo,Corvina,3356.6,14547.32
655,2017,7,Peixe Ósseo,Enchova,65,421
656,2017,7,Peixe Ósseo,Espada,242,585
657,2017,7,Peixe Ósseo,Galo,231,0
658,2017,7,Peixe Ósseo,Goete,24,0
659,2017,7,Peixe Ósseo,Gordinho,320,685
660,2017,7,Peixe Ósseo,Guaivira,602,2381.5
661,2017,7,Peixe Ósseo,Lambari,14,1812.5
662,2017,7,Peixe Ósseo,Linguado,4705.4,73782.33
663,2017,7,Peixe Ósseo,Manjubas agrupadas,10,140
664,2017,7,Peixe Ósseo,Maria-luíza,279,1366.25
665,2017,7,Peixe Ósseo,Miraguaia,1145.5,6841.5
666,2017,7,Peixe Ósseo,Mistura,2413.8,7151.81
667,2017,7,Peixe Ósseo,Nundiá,5.5,0
668,2017,7,Peixe Ósseo,Pacu,6,24
669,2017,7,Peixe Ósseo,Palombeta,310,620
670,2017,7,Peixe Ósseo,Pampo,45.5,145.5
671,2017,7,Peixe Ósseo,Pararê,237,1331
672,2017,7,Peixe Ósseo,Parati,2740.5,7829.41
673,2017,7,Peixe Ósseo,Pargo-rosa,23,258
674,2017,7,Peixe Ósseo,Paru,268.5,1037.5
675,2017,7,Peixe Ósseo,Pescada-amarela,330.5,3494
676,2017,7,Peixe Ósseo,Pescada-banana,31,217
677,2017,7,Peixe Ósseo,Pescada-branca,2716,14820.63
678,2017,7,Peixe Ósseo,Pescada-foguete,6272.1,42754.2
679,2017,7,Peixe Ósseo,Pescadas agrupadas,190,1363
680,2017,7,Peixe Ósseo,Porco,83.3,218.5
681,2017,7,Peixe Ósseo,Prejereba,91,547
682,2017,7,Peixe Ósseo,Robalo,202.5,2809
683,2017,7,Peixe Ósseo,Robalo-flecha,47.5,1067.5
684,2017,7,Peixe Ósseo,Robalo-peva,609.7,8386.27
685,2017,7,Peixe Ósseo,Saguá,92.5,598.2
686,2017,7,Peixe Ósseo,Sardinha-bandeira,60.5,416.4
687,2017,7,Peixe Ósseo,Sardinha-verdadeira,34,429
688,2017,7,Peixe Ósseo,Sororoca,3064,20524
689,2017,7,Peixe Ósseo,Tainha,5904.1,42594.27
690,2017,7,Peixe Ósseo,Tortinha,151,1430
691,2017,7,Peixe Ósseo,Vermelho,40,0
692,2017,7,Peixe Ósseo,Xaréu,6,0
693,2017,7,,,0,0
694,2017,8,Crustáceo,Camarão-estuarino,2742856,11535.62
695,2017,8,Crustáceo,Camarão-legítimo,3966.3056,104997.43
696,2017,8,Crustáceo,Camarão-sete-barbas,95027.1,759628.68
697,2017,8,Crustáceo,Chama-maré,2318,0
698,2017,8,Crustáceo,Pitú-de-iguape,4.5,2187.5
699,2017,8,Crustáceo,Siri-azul,905828,13645.93
700,2017,8,Molusco,Berbigão,12688,7054
701,2017,8,Molusco,Mexilhão,70.5,882
702,2017,8,Molusco,Mexilhão-do-mangue,449.4,4699
703,2017,8,Molusco,Ostra,11191.895,18791.22
704,2017,8,Peixe Cartilaginoso,Cação-anjo,309,2163
705,2017,8,Peixe Cartilaginoso,Cação-rola-rola,90,950
706,2017,8,Peixe Cartilaginoso,Cações agrupados,88.7,635.6
707,2017,8,Peixe Cartilaginoso,Cambeva,4.3,38.7
708,2017,8,Peixe Cartilaginoso,Raia-manteiga,70,500
709,2017,8,Peixe Cartilaginoso,Raias agrupadas,476.5,903.38
710,2017,8,Peixe Cartilaginoso,Tintureira,150,1500
711,2017,8,Peixe Cartilaginoso,Viola,398.5,3998
712,2017,8,Peixe Ósseo,Acará,9,54
713,2017,8,Peixe Ósseo,Agulhão-vela,7.2,57.6
714,2017,8,Peixe Ósseo,Badejo-mira,32,160
715,2017,8,Peixe Ósseo,Bagre,69,301
716,2017,8,Peixe Ósseo,Bagre-amarelo,402,1228.5
717,2017,8,Peixe Ósseo,Bagre-branco,4668.5,18657.75
718,2017,8,Peixe Ósseo,Baiacú,3150.1,26440.44
719,2017,8,Peixe Ósseo,Betara,1094.05,3620.79
