species,year,month,price_rs,production_kg,value_rs
Abrótea,2016,1,5.05,41035,207227
Abrótea,2016,2,4.71,49100,231261
Abrótea,2016,3,4.93,57540,283672
Abrótea,2016,4,4.37,90538,395651
Abrótea,2016,5,4.33,33248,143964
Abrótea,2016,6,4.33,49220,213123
Abrótea,2016,7,2.96,71381,211288
Abrótea,2016,8,3.41,64014,218288
Abrótea,2016,9,3.93,42846,168385
Abrótea,2016,10,5.05,24738,124927
Abrótea,2016,11,4.72,48850,230572
Abrótea,2016,12,4.12,32790,135095
Abrótea,2017,1,5.03,61528,309486
Abrótea,2017,2,4.33,48580,210351
Abrótea,2017,3,4.3,90370,388591
Abrótea,2017,4,5.56,63181,351286
Abrótea,2017,5,4.73,54710,258778
Abrótea,2017,6,5.11,55161,281873
Abrótea,2017,7,3.98,95547,380277
Abrótea,2017,8,3.74,886666,3316131
Abrótea,2017,9,4.01,62050,248821
Abrótea,2017,10,4.23,58460,247286
Abrótea,2017,11,4.65,46019,213988
Abrótea,2017,12,4.3,43213,185816
Anchovas,2016,1,8.67,39560,342985
Anchovas,2016,2,9.49,38960,369730
Anchovas,2016,3,11.13,66096,735648
Anchovas,2016,4,11.4,54032,615965
Anchovas,2016,5,10.24,39583,405330
Anchovas,2016,6,5.87,83872,492329
Anchovas,2016,7,4.59,85804,393840
Anchovas,2016,8,6.26,53969,337846
Anchovas,2016,9,5.67,47726,270606
Anchovas,2016,10,8.22,22159,182147
Anchovas,2016,11,6.34,65183,413260
Anchovas,2016,12,6.59,21258,140090
Anchovas,2017,1,8.98,29558,265431
Anchovas,2017,2,10.33,13195,136304
Anchovas,2017,3,12.04,12413,149453
Anchovas,2017,4,12.36,58865,727571
Anchovas,2017,5,8.95,66875,598531
Anchovas,2017,6,7.28,34424,250607
Anchovas,2017,7,5.78,64662,373746
Anchovas,2017,8,8.47,84248,713581
Anchovas,2017,9,9.17,33262,305013
Anchovas,2017,10,9.26,45233,418858
Anchovas,2017,11,7.46,34760,259310
Anchovas,2017,12,6.82,37980,259024
Atum,2016,1,13.52,67944,918603
Atum,2016,2,14.3,87864,1256455
Atum,2016,3,24,121633,2919192
Atum,2016,4,15.85,90710,1437754
Atum,2016,5,15.85,69727,1105173
Atum,2016,6,14.6,86582,1264097
Atum,2016,7,17.07,112388,1918463
Atum,2016,8,12.48,91922,1147187
Atum,2016,9,13.19,110060,1451691
Atum,2016,10,9.87,93712,924937
Atum,2016,11,12.09,110632,1337541
Atum,2016,12,15.5,120350,1865425
Atum,2017,1,13.26,69603,922936
Atum,2017,2,14.92,90195,1345709
Atum,2017,3,11.55,122077,1409989
Atum,2017,4,16.39,64819,1062383
Atum,2017,5,16.14,84718,1367349
Atum,2017,6,14.3,93601,1338494
Atum,2017,7,15.89,78845,1252847
Atum,2017,8,14.02,95963,1345401
Atum,2017,9,15.82,76805,1215055
Atum,2017,10,12.84,87770,1126967
Atum,2017,11,12.04,91094,1096772
Atum,2017,12,13.39,96292,1289350
Badejo,2016,1,23,124,2852
Badejo,2016,2,23,1028,23644
Badejo,2016,3,23,611,14053
Badejo,2016,4,23,1030,23690
Badejo,2016,5,23,1757,40411
Badejo,2016,6,23.07,768,17718
Badejo,2016,7,20.17,651,13131
Badejo,2016,8,20.17,622,12546
Badejo,2016,9,20.17,107,2158
Badejo,2016,10,20.17,50,1009
Badejo,2016,11,20.17,100,2017
Badejo,2016,12,25.75,1127,29020
Badejo,2017,1,23,243,5589
Badejo,2017,2,23,712,16376
Badejo,2017,3,23,402,9246
Badejo,2017,4,23,78,1794
Badejo,2017,5,23,338,7774
Badejo,2017,6,23.07,460,10612
Badejo,2017,7,20.17,867,17487
Badejo,2017,8,20.17,237,4780
Badejo,2017,9,20.17,480,9682
Badejo,2017,10,20.17,562,11336
Badejo,2017,12,17.67,100,1767
Betara,2016,1,2.02,18690,37754
Betara,2016,2,2.32,18715,43419
Betara,2016,3,3.21,8220,26386
Betara,2016,4,2.42,8440,20425
Betara,2016,5,2.33,5440,12675
Betara,2016,6,2.32,10860,25195
Betara,2016,7,2.13,18770,39980
Betara,2016,8,2.27,19418,44079
Betara,2016,9,2.53,18891,47794
Betara,2016,10,2.78,18850,52403
Betara,2016,11,2.8,27190,76132
Betara,2016,12,2.34,16530,38680
Betara,2017,1,2.39,9835,23506
Betara,2017,2,2.63,8300,21829
Betara,2017,3,2.89,11560,33408
Betara,2017,4,3.66,2160,7906
Betara,2017,5,2.74,3470,9508
Betara,2017,6,2.76,16791,46343
Betara,2017,7,2.84,3990,11332
Betara,2017,8,2.67,6340,16928
Betara,2017,9,2.92,12763,37268
Betara,2017,10,2.69,13880,37337
Betara,2017,11,2.76,13855,38240
Betara,2017,12,2.22,13520,30014
Bonito,2016,1,3.26,20376,66426
Bonito,2016,2,3.11,27096,84269
Bonito,2016,3,3.38,27560,93153
Bonito,2016,4,2.64,46010,121466
Bonito,2016,5,2.49,50314,125282
Bonito,2016,6,2.84,16482,46809
Bonito,2016,7,3.04,23420,71197
Bonito,2016,8,2.96,18208,53896
Bonito,2016,9,3.13,27507,86097
Bonito,2016,10,3.19,19602,62530
Bonito,2016,11,3.15,26293,82823
Bonito,2016,12,2.79,24926,69544
Bonito,2017,1,3.01,18280,55023
Bonito,2017,2,2.37,23630,56003
Bonito,2017,3,2.89,36985,106887
Bonito,2017,4,3.43,21262,72929
Bonito,2017,5,2.82,28732,81024
Bonito,2017,6,3.23,22862,73844
Bonito,2017,7,3.14,17334,54429
Bonito,2017,8,3.21,21495,68999
Bonito,2017,9,3.56,15666,55771
Bonito,2017,10,2.68,68174,182706
Bonito,2017,11,2.69,45298,121852
Bonito,2017,12,2.79,40695,113539
Cação,2016,1,8.92,135056,1204700
Cação,2016,2,8.75,148863,1302551
Cação,2016,3,9.36,244548,2288969
Cação,2016,4,9.03,218868,1976378
Cação,2016,5,8.84,212776,1880940
Cação,2016,6,7.84,142469,1116957
Cação,2016,7,7.69,167369,1287068
Cação,2016,8,7.67,177604,1362223
Cação,2016,9,7.88,202298,1594108
Cação,2016,10,6.82,197932,1349896
Cação,2016,11,7.78,177755,1382934
Cação,2016,12,7.84,206280,1617235
Cação,2017,1,8.39,115178,966343
Cação,2017,2,7.95,189065,1503067
Cação,2017,3,8.43,220752,1860939
Cação,2017,4,8.61,279058,2402689
Cação,2017,5,8.27,203970,1686832
Cação,2017,6,7.5,198336,1487520
Cação,2017,7,7.59,203472,1544352
Cação,2017,8,8.46,143846,1216937
Cação,2017,9,8.68,247938,2152102
Cação,2017,10,8.5,183830,1562555
Cação,2017,11,8.47,203652,1724932
Cação,2017,12,8.18,161615,1322011
Camarao_cativeiro,2016,1,19.3,119284,2302181
Camarao_cativeiro,2016,2,21.77,145220,3161439
Camarao_cativeiro,2016,3,22.74,179278,4076782
Camarao_cativeiro,2016,4,21.44,203478,4362568
Camarao_cativeiro,2016,5,20.57,200208,4118279
Camarao_cativeiro,2016,6,19.91,162729,3239934
Camarao_cativeiro,2016,7,19.92,154833,3084273
Camarao_cativeiro,2016,8,22.36,143909,3217805
Camarao_cativeiro,2016,9,25.99,91148,2368937
Camarao_cativeiro,2016,10,28.94,111214,3218533
Camarao_cativeiro,2016,11,29.34,125104,3670551
Camarao_cativeiro,2016,12,32.28,129710,4187039
Camarao_cativeiro,2017,1,32.44,82555,2678084
Camarao_cativeiro,2017,2,34.81,100743,3506864
Camarao_cativeiro,2017,3,36.45,95126,3467343
Camarao_cativeiro,2017,4,36.97,116925,4322717
Camarao_cativeiro,2017,5,30.87,135690,4188750
Camarao_cativeiro,2017,6,25.31,122836,3108979
Camarao_cativeiro,2017,7,25.48,104896,2672750
Camarao_cativeiro,2017,8,29.24,109158,3191780
Camarao_cativeiro,2017,9,32.55,95498,3108460
Camarao_cativeiro,2017,10,32.39,95205,3083690
Camarao_cativeiro,2017,11,31.41,106875,3356944
Camarao_cativeiro,2017,12,29.19,112672,3288896
Camarao_rosa,2016,1,52.93,1334,70609
Camarao_rosa,2016,2,53.41,967,51647
Camarao_rosa,2016,3,34.24,405,13867
Camarao_rosa,2016,5,34.24,40,1370
Camarao_rosa,2016,6,34.24,6213,212733
Camarao_rosa,2016,7,37.1,4833,179304
Camarao_rosa,2016,8,46.65,2969,138504
Camarao_rosa,2016,9,45.42,3722,169053
Camarao_rosa,2016,10,48.04,2846,136722
Camarao_rosa,2016,11,46.52,1368,63639
Camarao_rosa,2016,12,54.15,2528,136891
Camarao_rosa,2017,1,56.79,829,47079
Camarao_rosa,2017,2,52.21,748,39053
Camarao_rosa,2017,3,52.21,444,23181
Camarao_rosa,2017,6,45.01,2236,100642
Camarao_rosa,2017,7,42.28,3351,141680
Camarao_rosa,2017,8,44.4,8618,382639
Camarao_rosa,2017,9,47.14,5199,245081
Camarao_rosa,2017,10,48.8,5478,267326
Camarao_rosa,2017,11,52.35,4490,235052
Camarao_rosa,2017,12,50.83,9477,481716
Camarao_seteB,2016,1,9,3235,29115
Camarao_seteB,2016,2,7.5,2107,15803
Camarao_seteB,2016,3,7.5,3265,24488
Camarao_seteB,2016,4,7.5,2574,19305
Camarao_seteB,2016,5,7.5,2101,15758
Camarao_seteB,2016,6,6.29,9420,59252
Camarao_seteB,2016,7,8.61,2978,25641
Camarao_seteB,2016,8,8.55,4559,38979
Camarao_seteB,2016,9,10.41,4270,44451
Camarao_seteB,2016,10,11.28,2483,28008
Camarao_seteB,2016,11,15.33,2937,45024
Camarao_seteB,2016,12,11.81,5242,61908
Camarao_seteB,2017,1,11,2129,23419
Camarao_seteB,2017,2,11.39,3470,39523
Camarao_seteB,2017,3,6.54,2676,17501
Camarao_seteB,2017,4,6.54,2812,18390
Camarao_seteB,2017,5,6.54,3094,20235
Camarao_seteB,2017,6,6.54,9616,62889
Camarao_seteB,2017,7,8.24,4155,34237
Camarao_seteB,2017,8,8.94,4646,41535
Camarao_seteB,2017,9,8.39,6939,58218
Camarao_seteB,2017,10,9.96,6483,64571
Camarao_seteB,2017,11,9.74,4970,48408
Camarao_seteB,2017,12,9.55,6175,58971
Carapau,2016,1,7,4990,34930
Carapau,2016,2,7,5815,40705
Carapau,2016,3,7,13756,96292
Carapau,2016,4,7,23017,161119
Carapau,2016,5,7,17329,121303
Carapau,2016,6,7,20620,144340
Carapau,2016,7,7,23319,163233
Carapau,2016,8,7,13390,93730
Carapau,2016,9,7,29283,204981
Carapau,2016,10,7,25420,177940
Carapau,2016,11,7,16118,112826
Carapau,2016,12,3.98,10312,41042
Carapau,2017,1,4.25,31324,133127
Carapau,2017,2,4.25,25515,108439
Carapau,2017,3,4.25,20703,87988
Carapau,2017,4,4.25,47209,200638
Carapau,2017,5,4.25,14645,62241
Carapau,2017,6,4.25,29496,125358
Carapau,2017,7,4.5,28666,128997
Carapau,2017,8,4.5,17300,77850
Carapau,2017,9,4.5,10820,48690
Carapau,2017,10,4.5,18090,81405
Carapau,2017,11,4.5,10407,46832
Carapau,2017,12,4.5,4620,20790
Cascote,2016,1,2.16,3200,6912
Cascote,2016,2,2.26,57870,130786
Cascote,2016,3,2.35,121079,284536
Cascote,2016,4,1.73,28301,48961
Cascote,2016,5,1.68,28213,47398
Cascote,2016,6,1.98,51440,101851
Cascote,2016,7,1.55,56000,86800
Cascote,2016,8,1.63,45330,73888
Cascote,2016,9,1.61,45707,73588
Cascote,2016,10,1.85,50508,93440
Cascote,2016,11,1.79,48792,87338
Cascote,2016,12,1.64,15320,25125
Cascote,2017,1,2.19,21500,47085
Cascote,2017,2,1.87,5260,9836
Cascote,2017,3,2.28,50790,115801
Cascote,2017,4,2.58,30100,77658
Cascote,2017,5,1.65,59038,97413
Cascote,2017,6,2.03,40224,81655
Cascote,2017,7,2.06,29713,61209
Cascote,2017,8,1.86,48060,89392
Cascote,2017,9,1.97,102292,201515
Cascote,2017,10,1.7,44180,75106
Cascote,2017,11,2.06,29140,60028
Cascote,2017,12,1.85,7100,13135
Cascudo,2016,3,2.27,2630,5970
Cascudo,2016,4,2.27,3106,7051
Cascudo,2016,5,2.27,3272,7427
Cascudo,2016,6,2.27,2020,4585
Cascudo,2016,7,2.27,2490,5652
Cascudo,2016,8,2.27,2086,4735
Cascudo,2016,9,2.27,3120,7082
Cascudo,2016,10,2.27,2464,5593
Cascudo,2016,11,2.27,1070,2429
Cascudo,2017,3,2.27,4170,9466
Cascudo,2017,4,2.27,1515,3439
Cascudo,2017,5,2.27,1250,2838
Cascudo,2017,6,2.5,1295,3238
Cascudo,2017,7,2.75,870,2393
Cascudo,2017,8,2.75,610,1678
Cascudo,2017,9,2.75,2630,7233
Cascudo,2017,10,2.75,1054,2899
Cascudo,2017,11,2.75,0,0
Cavalinha,2016,1,5.65,35275,199304
Cavalinha,2016,2,5.3,100360,531908
Cavalinha,2016,3,4.41,154140,679757
Cavalinha,2016,4,2.6,171820,446732
Cavalinha,2016,5,2.79,99960,278888
Cavalinha,2016,6,4.25,7230,30728
Cavalinha,2016,7,4.78,32760,156593
Cavalinha,2016,8,4.18,29819,124643
Cavalinha,2016,9,4.3,46320,199176
Cavalinha,2016,10,5.13,64935,333117
Cavalinha,2016,11,6,96414,578484
Cavalinha,2016,12,5.66,4550,25753
Cavalinha,2017,1,6.5,59023,383650
Cavalinha,2017,2,6,86908,521448
Cavalinha,2017,3,4.69,94140,441517
Cavalinha,2017,4,4.9,83386,408591
Cavalinha,2017,5,4.35,111360,484416
Cavalinha,2017,6,4.98,88936,442901
Cavalinha,2017,7,5.19,71060,368801
Cavalinha,2017,8,4.66,165629,771831
Cavalinha,2017,9,5.11,22193,113406
Cavalinha,2017,10,5.5,12080,66440
Cavalinha,2017,11,5.5,33495,184223
Cavalinha,2017,12,4.85,77860,377621
Conglio Rosa,2016,1,14,3290,46060
Conglio Rosa,2016,2,14,2640,36960
Conglio Rosa,2016,3,14,6092,85288
Conglio Rosa,2016,4,14,11347,158858
Conglio Rosa,2016,5,14,8799,123186
Conglio Rosa,2016,6,14.92,5950,88774
Conglio Rosa,2016,7,11,10416,114576
Conglio Rosa,2016,8,12.44,4298,53467
Conglio Rosa,2016,9,12.44,4722,58742
Conglio Rosa,2016,10,12.44,5021,62461
Conglio Rosa,2016,11,12.44,2640,32842
Conglio Rosa,2016,12,12.44,1880,23387
Conglio Rosa,2017,1,12.44,1220,15177
Conglio Rosa,2017,2,12.44,1460,18162
Conglio Rosa,2017,3,12.44,4520,56229
Conglio Rosa,2017,4,12.44,4000,49760
Conglio Rosa,2017,5,12.44,6390,79492
Conglio Rosa,2017,6,13.75,4420,60775
Conglio Rosa,2017,7,15.86,1820,28865
Conglio Rosa,2017,8,13.17,3747,49348
Conglio Rosa,2017,9,13.17,2751,36231
Conglio Rosa,2017,10,13.17,4560,60055
Conglio Rosa,2017,11,13.17,2633,34677
Conglio Rosa,2017,12,13.17,1960,25813
Corvina,2016,1,4.59,221111,1014899
Corvina,2016,2,5.05,266215,1344386
Corvina,2016,3,5.58,683152,3811988
Corvina,2016,4,3.93,210950,829034
Corvina,2016,5,3.92,164733,645753
Corvina,2016,6,4.27,135756,579678
Corvina,2016,7,3.24,260551,844185
Corvina,2016,8,3.56,300934,1071325
Corvina,2016,9,3.35,339745,1138146
Corvina,2016,10,3.7,294306,1088932
Corvina,2016,11,4.01,313553,1257348
Corvina,2016,12,3.65,396079,1445688
Corvina,2017,1,4.8,205829,987979
Corvina,2017,2,4.2,314529,1321022
Corvina,2017,3,4.55,517447,2354384
Corvina,2017,4,5.64,636986,3592601
Corvina,2017,5,4.06,219116,889611
Corvina,2017,6,4.18,171489,716824
Corvina,2017,7,3.99,208709,832749
Corvina,2017,8,4.15,267365,1109565
Corvina,2017,9,4.14,308432,1276908
Corvina,2017,10,4.14,259721,1075245
Corvina,2017,11,4.19,346420,1451500
Corvina,2017,12,4.16,233797,972596
Curimbata,2016,1,6.01,3320,19953
Curimbata,2016,2,6.01,39900,239799
Curimbata,2016,3,6.01,65200,391852
Curimbata,2016,4,4.32,16377,70749
Curimbata,2016,5,4.43,12540,55552
Curimbata,2016,6,4.69,7837,36756
Curimbata,2016,7,5.01,10474,52475
Curimbata,2016,8,5.53,20327,112408
Curimbata,2016,9,5.6,18835,105476
Curimbata,2016,10,4.98,21215,105651
Curimbata,2016,11,4.98,6300,31374
Curimbata,2016,12,4.98,10380,51692
Curimbata,2017,1,4.98,7904,39362
Curimbata,2017,2,4.98,18800,93624
Curimbata,2017,3,4.76,33286,158441
Curimbata,2017,4,5.07,109360,554455
Curimbata,2017,5,4.6,15420,70932
Curimbata,2017,6,4.46,10287,45880
Curimbata,2017,7,4.52,11400,51528
Curimbata,2017,8,4.81,17720,85233
Curimbata,2017,9,5.13,6560,33653
Curimbata,2017,10,4.99,11240,56088
Curimbata,2017,11,4.99,1280,6387
Curimbata,2017,12,4.99,13600,67864
Dourado_mar,2016,1,14.93,11528,172113
Dourado_mar,2016,2,15.53,9424,146355
Dourado_mar,2016,3,16.76,8333,139661
Dourado_mar,2016,4,16.59,4875,80876
Dourado_mar,2016,5,16.75,6023,100885
Dourado_mar,2016,6,15.79,3152,49770
Dourado_mar,2016,7,15.43,1969,30382
Dourado_mar,2016,8,16.69,1281,21380
Dourado_mar,2016,9,16.38,4351,71269
Dourado_mar,2016,10,16.03,4772,76495
Dourado_mar,2016,11,15.07,8140,122670
Dourado_mar,2016,12,15.21,4402,66954
Dourado_mar,2017,1,16.98,16590,281698
Dourado_mar,2017,2,17.17,2156,37019
Dourado_mar,2017,3,18.75,5024,94200
Dourado_mar,2017,4,20.26,9853,199622
Dourado_mar,2017,5,16.95,7404,125498
Dourado_mar,2017,6,16.17,1952,31564
Dourado_mar,2017,7,19.21,1724,33118
Dourado_mar,2017,8,21.22,2517,53411
Dourado_mar,2017,9,21.33,3780,80627
Dourado_mar,2017,10,14.92,4666,69617
Dourado_mar,2017,11,14.81,5941,87986
Dourado_mar,2017,12,14.38,9146,131519
Espada,2016,1,3.92,35289,138333
Espada,2016,2,4,34435,137740
Espada,2016,3,4.06,50415,204685
Espada,2016,4,3.48,28258,98338
Espada,2016,5,3.21,11173,35865
Espada,2016,6,3.6,4359,15692
Espada,2016,7,4.33,7443,32228
Espada,2016,8,4.09,5466,22356
Espada,2016,9,4.48,4908,21988
Espada,2016,10,4.27,13398,57209
Espada,2016,11,5.52,6425,35466
Espada,2016,12,4.77,5926,28267
Espada,2017,1,5.68,20741,117809
Espada,2017,2,4.8,21024,100915
Espada,2017,3,4.33,39999,173196
Espada,2017,4,4.75,11320,53770
Espada,2017,5,4.11,8539,35095
Espada,2017,6,4.63,13851,64130
Espada,2017,7,3.97,18140,72016
Espada,2017,8,4.04,11124,44941
Espada,2017,9,4.05,9116,36920
Espada,2017,10,3.81,26310,100241
Espada,2017,11,4.04,7422,29985
Espada,2017,12,4.07,14946,60830
Galo,2016,1,3.77,682,2571
Galo,2016,2,3.77,1345,5071
Galo,2016,3,3.77,4016,15140
Galo,2016,4,2.85,2909,8291
Galo,2016,5,2.85,4969,14162
Galo,2016,6,2.85,1594,4543
Galo,2016,7,2.5,954,2385
Galo,2016,8,2.76,491,1355
Galo,2016,9,2.76,169,466
Galo,2016,10,2.76,487,1344
Galo,2016,11,2.76,665,1835
Galo,2016,12,2.76,1184,3268
Galo,2017,1,3.25,2950,9588
Galo,2017,2,3.25,8547,27778
Galo,2017,3,3.25,4313,14017
Galo,2017,4,3.25,1600,5200
